"id","Source","Target","distance"
"929","TYN","TVS","3U"
"930","URC","CGO","3U"
"931","URC","CKG","3U"
"932","URC","CTU","3U"
"933","URC","KHG","3U"
"934","URC","XIY","3U"
"935","UYN","XIY","3U"
"936","WNZ","CSX","3U"
"937","WNZ","CTU","3U"
"938","WNZ","HRB","3U"
"939","WNZ","KWE","3U"
"940","WNZ","SYX","3U"
"941","WUH","CKG","3U"
"942","WUH","CTU","3U"
"943","WUH","HRB","3U"
"944","WUH","JJN","3U"
"945","WUH","NNG","3U"
"946","WUH","NTG","3U"
"947","WUX","CKG","3U"
"948","WUX","CTU","3U"
"949","WXN","CTU","3U"
"950","WXN","KMG","3U"
"951","WXN","PEK","3U"
"952","WXN","SZX","3U"
"953","XIC","CTU","3U"
"954","XIY","BHY","3U"
"955","XIY","CKG","3U"
"956","XIY","CTU","3U"
"957","XIY","FOC","3U"
"958","XIY","GXH","3U"
"959","XIY","HRB","3U"
"960","XIY","KMG","3U"
"961","XIY","LXA","3U"
"962","XIY","LYI","3U"
"963","XIY","TNA","3U"
"964","XIY","URC","3U"
"965","XIY","UYN","3U"
"966","XIY","XMN","3U"
"967","XIY","XNN","3U"
"968","XIY","YBP","3U"
"969","XMN","CSX","3U"
"970","XMN","CTU","3U"
"971","XMN","CZX","3U"
"972","XMN","KMG","3U"
"973","XMN","KOW","3U"
"974","XMN","XIY","3U"
"975","XNN","CKG","3U"
"976","XNN","CTU","3U"
"977","XNN","LXA","3U"
"978","XNN","MIG","3U"
"979","XNN","XIY","3U"
"980","XNN","ZHY","3U"
"981","XUZ","CTU","3U"
"982","XUZ","DLC","3U"
"983","XUZ","HRB","3U"
"984","XUZ","KMG","3U"
"985","XUZ","KWE","3U"
"986","XUZ","SHE","3U"
"987","YBP","SYX","3U"
"988","YBP","XIY","3U"
"989","YIH","CKG","3U"
"990","YIH","CTU","3U"
"991","YIH","HKG","3U"
"992","YTY","CTU","3U"
"993","YVR","SHE","3U"
"994","ZHA","CKG","3U"
"995","ZHA","HKG","3U"
"996","ZHY","PEK","3U"
"997","ZHY","XNN","3U"
"998","ZUH","CZX","3U"
"999","ZUH","HAK","3U"
"1000","LAS","LAX","4B"
"1001","LAX","LAS","4B"
"1002","CAI","TLV","4D"
"1003","TLV","CAI","4D"
"1004","MCG","NIB","4E"
"1005","MCG","TCT","4E"
"1006","NIB","MCG","4E"
"1007","TCT","TLJ","4E"
"1008","TLJ","MCG","4E"
"1009","EYK","VKO","4G"
"1010","NCU","VKO","4G"
"1011","NUX","TJM","4G"
"1012","NUX","UFA","4G"
"1013","NUX","VKO","4G"
"1014","NYM","OVS","4G"
"1015","NYM","VKO","4G"
"1016","OVS","NYM","4G"
"1017","OVS","SVX","4G"
"1018","OVS","VKO","4G"
"1019","SVX","OVS","4G"
"1020","TJM","NUX","4G"
"1021","UCT","VKO","4G"
"1022","UFA","NUX","4G"
"1023","VKO","EYK","4G"
"1024","VKO","NCU","4G"
"1025","VKO","NUX","4G"
"1026","VKO","NYM","4G"
"1027","VKO","OVS","4G"
"1028","VKO","UCT","4G"
"1029","BKK","DAC","4H"
"1030","BZL","DAC","4H"
"1031","CCU","CGP","4H"
"1032","CCU","DAC","4H"
"1033","CGP","CCU","4H"
"1034","CGP","DAC","4H"
"1035","CGP","MCT","4H"
"1036","CXB","DAC","4H"
"1037","DAC","BKK","4H"
"1038","DAC","BZL","4H"
"1039","DAC","CCU","4H"
"1040","DAC","CGP","4H"
"1041","DAC","CXB","4H"
"1042","DAC","DXB","4H"
"1043","DAC","JED","4H"
"1044","DAC","JSR","4H"
"1045","DAC","KTM","4H"
"1046","DAC","KUL","4H"
"1047","DAC","MCT","4H"
"1048","DAC","SPD","4H"
"1049","DAC","ZYL","4H"
"1050","DXB","DAC","4H"
"1051","JED","DAC","4H"
"1052","JSR","DAC","4H"
"1053","KTM","DAC","4H"
"1054","KUL","DAC","4H"
"1055","MCT","CGP","4H"
"1056","MCT","DAC","4H"
"1057","RJH","DAC","4H"
"1058","SPD","DAC","4H"
"1059","SPD","RJH","4H"
"1060","ZYL","DAC","4H"
"1061","YGZ","YRB","4K"
"1062","YRB","YGZ","4K"
"1063","DFW","EZE","4M"
"1064","EZE","DFW","4M"
"1065","EZE","JFK","4M"
"1066","EZE","MIA","4M"
"1067","EZE","PUJ","4M"
"1068","JFK","EZE","4M"
"1069","MIA","EZE","4M"
"1070","MIA","PUJ","4M"
"1071","PUJ","EZE","4M"
"1072","PUJ","MIA","4M"
"1073","YEG","YXY","4N"
"1074","YLW","YVR","4N"
"1075","YLW","YXY","4N"
"1076","YOW","YZF","4N"
"1077","YVR","YLW","4N"
"1078","YVR","YXY","4N"
"1079","YXY","YLW","4N"
"1080","YXY","YVR","4N"
"1081","YXY","YYC","4N"
"1082","YXY","YZF","4N"
"1083","YYC","YEG","4N"
"1084","YZF","YOW","4N"
"1085","YZF","YXY","4N"
"1086","ACA","MEX","4O"
"1087","ACA","TLC","4O"
"1088","AGU","MEX","4O"
"1089","BOG","MEX","4O"
"1090","CEN","MEX","4O"
"1091","CJS","MEX","4O"
"1092","CME","MEX","4O"
"1093","CPE","MEX","4O"
"1094","CTM","MEX","4O"
"1095","CUL","MEX","4O"
"1096","CUN","MEX","4O"
"1097","CUN","MTY","4O"
"1098","CUN","TLC","4O"
"1099","CUU","MEX","4O"
"1100","CZM","MEX","4O"
"1101","GDL","MEX","4O"
"1102","GDL","MTY","4O"
"1103","GDL","SAT","4O"
"1104","GDL","SJD","4O"
"1105","GDL","SNA","4O"
"1106","GDL","TIJ","4O"
"1107","GUA","MEX","4O"
"1108","HAV","MEX","4O"
"1109","HMO","MEX","4O"
"1110","HUX","MEX","4O"
"1111","JFK","MEX","4O"
"1112","LAP","MEX","4O"
"1113","LAS","MTY","4O"
"1114","LAS","TLC","4O"
"1115","MEX","ACA","4O"
"1116","MEX","AGU","4O"
"1117","MEX","BOG","4O"
"1118","MEX","CEN","4O"
"1119","MEX","CJS","4O"
"1120","MEX","CME","4O"
"1121","MEX","CPE","4O"
"1122","MEX","CTM","4O"
"1123","MEX","CUL","4O"
"1124","MEX","CUN","4O"
"1125","MEX","CUU","4O"
"1126","MEX","CZM","4O"
"1127","MEX","GDL","4O"
"1128","MEX","GUA","4O"
"1129","MEX","HAV","4O"
"1130","MEX","HMO","4O"
"1131","MEX","HUX","4O"
"1132","MEX","JFK","4O"
"1133","MEX","LAP","4O"
"1134","MEX","MIA","4O"
"1135","MEX","MID","4O"
"1136","MEX","MTT","4O"
"1137","MEX","MTY","4O"
"1138","MEX","MZT","4O"
"1139","MEX","OAX","4O"
"1140","MEX","PQM","4O"
"1141","MEX","PVR","4O"
"1142","MEX","REX","4O"
"1143","MEX","SAT","4O"
"1144","MEX","SJD","4O"
"1145","MEX","SJO","4O"
"1146","MEX","SNA","4O"
"1147","MEX","TAM","4O"
"1148","MEX","TGZ","4O"
"1149","MEX","TIJ","4O"
"1150","MEX","TRC","4O"
"1151","MEX","VER","4O"
"1152","MEX","VSA","4O"
"1153","MEX","ZCL","4O"
"1154","MEX","ZIH","4O"
"1155","MEX","ZLO","4O"
"1156","MIA","MEX","4O"
"1157","MID","MEX","4O"
"1158","MTT","MEX","4O"
"1159","MTY","CUN","4O"
"1160","MTY","GDL","4O"
"1161","MTY","LAS","4O"
"1162","MTY","MEX","4O"
"1163","MTY","SAT","4O"
"1164","MTY","TLC","4O"
"1165","MZT","MEX","4O"
"1166","OAX","MEX","4O"
"1167","PQM","MEX","4O"
"1168","PVR","MEX","4O"
"1169","PVR","TLC","4O"
"1170","REX","MEX","4O"
"1171","SAT","GDL","4O"
"1172","SAT","MEX","4O"
"1173","SAT","MTY","4O"
"1174","SAT","TLC","4O"
"1175","SJD","GDL","4O"
"1176","SJD","MEX","4O"
"1177","SJD","TLC","4O"
"1178","SJO","MEX","4O"
"1179","SNA","GDL","4O"
"1180","SNA","MEX","4O"
"1181","TAM","MEX","4O"
"1182","TGZ","MEX","4O"
"1183","TIJ","GDL","4O"
"1184","TIJ","MEX","4O"
"1185","TLC","ACA","4O"
"1186","TLC","CUN","4O"
"1187","TLC","LAS","4O"
"1188","TLC","MTY","4O"
"1189","TLC","PVR","4O"
"1190","TLC","SAT","4O"
"1191","TLC","SJD","4O"
"1192","TLC","ZIH","4O"
"1193","TRC","MEX","4O"
"1194","VER","MEX","4O"
"1195","VSA","MEX","4O"
"1196","ZCL","MEX","4O"
"1197","ZIH","MEX","4O"
"1198","ZIH","TLC","4O"
"1199","ZLO","MEX","4O"
"1200","DEL","HEA","4Q"
"1201","DEL","KBL","4Q"
"1202","DXB","KBL","4Q"
"1203","HEA","DEL","4Q"
"1204","HEA","ISB","4Q"
"1205","HEA","KBL","4Q"
"1206","ISB","HEA","4Q"
"1207","ISB","KBL","4Q"
"1208","KBL","DEL","4Q"
"1209","KBL","DXB","4Q"
"1210","KBL","HEA","4Q"
"1211","KBL","ISB","4Q"
"1212","KBL","MZR","4Q"
"1213","MZR","KBL","4Q"
"1214","AYT","ZRH","4T"
"1215","BSL","HRG","4T"
"1216","HRG","BSL","4T"
"1217","HRG","ZRH","4T"
"1218","PRN","ZRH","4T"
"1219","RMF","ZRH","4T"
"1220","SKP","ZRH","4T"
"1221","ZRH","AYT","4T"
"1222","ZRH","HRG","4T"
"1223","ZRH","PRN","4T"
"1224","ZRH","RMF","4T"
"1225","ZRH","SKP","4T"
"1226","AGP","STR","4U"
"1227","AGP","TXL","4U"
"1228","ALG","CGN","4U"
"1229","AMS","HAM","4U"
"1230","AOI","DUS","4U"
"1231","AOI","TXL","4U"
"1232","ARN","CGN","4U"
"1233","ARN","DUS","4U"
"1234","ARN","HAM","4U"
"1235","ATH","CGN","4U"
"1236","ATH","STR","4U"
"1237","AYT","CGN","4U"
"1238","BCN","CGN","4U"
"1239","BCN","DUS","4U"
"1240","BCN","HAJ","4U"
"1241","BCN","HAM","4U"
"1242","BCN","STR","4U"
"1243","BDS","STR","4U"
"1244","BEG","STR","4U"
"1245","BGO","HAM","4U"
"1246","BHX","HAM","4U"
"1247","BHX","TXL","4U"
"1248","BIA","CGN","4U"
"1249","BIA","DUS","4U"
"1250","BIA","HAM","4U"
"1251","BIA","STR","4U"
"1252","BIA","TXL","4U"
"1253","BIO","DUS","4U"
"1254","BIO","STR","4U"
"1255","BLQ","CGN","4U"
"1256","BLQ","TXL","4U"
"1257","BRE","STR","4U"
"1258","BRI","CGN","4U"
"1259","BRI","DUS","4U"
"1260","BRI","STR","4U"
"1261","BRU","STR","4U"
"1262","BSL","DUS","4U"
"1263","BUD","CGN","4U"
"1264","BUD","HAM","4U"
"1265","BUD","STR","4U"
"1266","CAG","CGN","4U"
"1267","CAG","DUS","4U"
"1268","CAG","STR","4U"
"1269","CDG","HAM","4U"
"1270","CFU","CGN","4U"
"1271","CFU","DRS","4U"
"1272","CFU","STR","4U"
"1273","CGN","ALG","4U"
"1274","CGN","ARN","4U"
"1275","CGN","ATH","4U"
"1276","CGN","AYT","4U"
"1277","CGN","BCN","4U"
"1278","CGN","BIA","4U"
"1279","CGN","BLQ","4U"
"1280","CGN","BRI","4U"
"1281","CGN","BUD","4U"
"1282","CGN","CAG","4U"
"1283","CGN","CFU","4U"
"1284","CGN","CLY","4U"
"1285","CGN","CTA","4U"
"1286","CGN","DBV","4U"
"1287","CGN","DRS","4U"
"1288","CGN","DUB","4U"
"1289","CGN","EDI","4U"
"1290","CGN","FAO","4U"
"1291","CGN","FCO","4U"
"1292","CGN","FDH","4U"
"1293","CGN","HAM","4U"
"1294","CGN","HDF","4U"
"1295","CGN","HER","4U"
"1296","CGN","IBZ","4U"
"1297","CGN","JMK","4U"
"1298","CGN","JTR","4U"
"1299","CGN","KGS","4U"
"1300","CGN","KLU","4U"
"1301","CGN","KVA","4U"
"1302","CGN","LEJ","4U"
"1303","CGN","LHR","4U"
"1304","CGN","LIS","4U"
"1305","CGN","LPA","4U"
"1306","CGN","MAN","4U"
"1307","CGN","MXP","4U"
"1308","CGN","NAP","4U"
"1309","CGN","NCE","4U"
"1310","CGN","NDR","4U"
"1311","CGN","OLB","4U"
"1312","CGN","PMI","4U"
"1313","CGN","PMO","4U"
"1314","CGN","PRG","4U"
"1315","CGN","PSA","4U"
"1316","CGN","PUY","4U"
"1317","CGN","RAK","4U"
"1318","CGN","RHO","4U"
"1319","CGN","RJK","4U"
"1320","CGN","RLG","4U"
"1321","CGN","SAW","4U"
"1322","CGN","SJJ","4U"
"1323","CGN","SKG","4U"
"1324","CGN","SPU","4U"
"1325","CGN","STN","4U"
"1326","CGN","SUF","4U"
"1327","CGN","SZG","4U"
"1328","CGN","TLV","4U"
"1329","CGN","TUN","4U"
"1330","CGN","TXL","4U"
"1331","CGN","VCE","4U"
"1332","CGN","VIE","4U"
"1333","CGN","VRN","4U"
"1334","CGN","WAW","4U"
"1335","CGN","XRY","4U"
"1336","CGN","ZAD","4U"
"1337","CGN","ZAG","4U"
"1338","CGN","ZRH","4U"
"1339","CLY","CGN","4U"
"1340","CTA","CGN","4U"
"1341","CTA","DUS","4U"
"1342","CTA","HAJ","4U"
"1343","CTA","HAM","4U"
"1344","CTA","STR","4U"
"1345","CTA","TXL","4U"
"1346","CWL","DUS","4U"
"1347","DBV","CGN","4U"
"1348","DBV","DUS","4U"
"1349","DBV","HAJ","4U"
"1350","DBV","HAM","4U"
"1351","DBV","STR","4U"
"1352","DBV","TXL","4U"
"1353","DRS","CFU","4U"
"1354","DRS","CGN","4U"
"1355","DRS","DUS","4U"
"1356","DRS","STR","4U"
"1357","DTM","HDF","4U"
"1358","DTM","MUC","4U"
"1359","DTM","PMI","4U"
"1360","DTM","SAW","4U"
"1361","DTM","SPU","4U"
"1362","DUB","CGN","4U"
"1363","DUB","DUS","4U"
"1364","DUS","AOI","4U"
"1365","DUS","ARN","4U"
"1366","DUS","BCN","4U"
"1367","DUS","BIA","4U"
"1368","DUS","BIO","4U"
"1369","DUS","BRI","4U"
"1370","DUS","BSL","4U"
"1371","DUS","CAG","4U"
"1372","DUS","CTA","4U"
"1373","DUS","CWL","4U"
"1374","DUS","DBV","4U"
"1375","DUS","DRS","4U"
"1376","DUS","DUB","4U"
"1377","DUS","GVA","4U"
"1378","DUS","HDF","4U"
"1379","DUS","HER","4U"
"1380","DUS","IBZ","4U"
"1381","DUS","KTW","4U"
"1382","DUS","LEJ","4U"
"1383","DUS","LYS","4U"
"1384","DUS","MAD","4U"
"1385","DUS","MPL","4U"
"1386","DUS","MXP","4U"
"1387","DUS","NQY","4U"
"1388","DUS","NUE","4U"
"1389","DUS","OLB","4U"
"1390","DUS","PMI","4U"
"1391","DUS","POZ","4U"
"1392","DUS","PRG","4U"
"1393","DUS","PRN","4U"
"1394","DUS","SKG","4U"
"1395","DUS","SPU","4U"
"1396","DUS","SUF","4U"
"1397","DUS","TRN","4U"
"1398","DUS","VCE","4U"
"1399","DUS","WAW","4U"
"1400","DUS","WRO","4U"
"1401","DUS","ZAD","4U"
"1402","EDI","CGN","4U"
"1403","FAO","CGN","4U"
"1404","FAO","HAM","4U"
"1405","FAO","STR","4U"
"1406","FCO","CGN","4U"
"1407","FCO","HAJ","4U"
"1408","FCO","HAM","4U"
"1409","FCO","STR","4U"
"1410","FCO","TXL","4U"
"1411","FDH","CGN","4U"
"1412","FKB","HAM","4U"
"1413","FMM","HAM","4U"
"1414","FMM","TXL","4U"
"1415","FRA","HDF","4U"
"1416","GVA","DUS","4U"
"1417","GVA","HAM","4U"
"1418","HAJ","BCN","4U"
"1419","HAJ","CTA","4U"
"1420","HAJ","DBV","4U"
"1421","HAJ","FCO","4U"
"1422","HAJ","HER","4U"
"1423","HAJ","MXP","4U"
"1424","HAJ","NAP","4U"
"1425","HAJ","PMI","4U"
"1426","HAJ","PRN","4U"
"1427","HAJ","SAW","4U"
"1428","HAJ","SKG","4U"
"1429","HAJ","SPU","4U"
"1430","HAJ","STN","4U"
"1431","HAJ","STR","4U"
"1432","HAJ","SUF","4U"
"1433","HAJ","VCE","4U"
"1434","HAJ","VIE","4U"
"1435","HAM","AMS","4U"
"1436","HAM","ARN","4U"
"1437","HAM","BCN","4U"
"1438","HAM","BGO","4U"
"1439","HAM","BHX","4U"
"1440","HAM","BIA","4U"
"1441","HAM","BUD","4U"
"1442","HAM","CDG","4U"
"1443","HAM","CGN","4U"
"1444","HAM","CTA","4U"
"1445","HAM","DBV","4U"
"1446","HAM","FAO","4U"
"1447","HAM","FCO","4U"
"1448","HAM","FKB","4U"
"1449","HAM","FMM","4U"
"1450","HAM","GVA","4U"
"1451","HAM","HER","4U"
"1452","HAM","KLU","4U"
"1453","HAM","LHR","4U"
"1454","HAM","MAD","4U"
"1455","HAM","MAN","4U"
"1456","HAM","MXP","4U"
"1457","HAM","NAP","4U"
"1458","HAM","NCE","4U"
"1459","HAM","NUE","4U"
"1460","HAM","OLB","4U"
"1461","HAM","OSL","4U"
"1462","HAM","PMI","4U"
"1463","HAM","PRG","4U"
"1464","HAM","PRN","4U"
"1465","HAM","RJK","4U"
"1466","HAM","SAW","4U"
"1467","HAM","SKG","4U"
"1468","HAM","SPU","4U"
"1469","HAM","STR","4U"
"1470","HAM","TLS","4U"
"1471","HAM","VCE","4U"
"1472","HAM","VIE","4U"
"1473","HAM","VRN","4U"
"1474","HAM","ZRH","4U"
"1475","HDF","CGN","4U"
"1476","HDF","DTM","4U"
"1477","HDF","DUS","4U"
"1478","HDF","FRA","4U"
"1479","HDF","STR","4U"
"1480","HEL","TXL","4U"
"1481","HER","CGN","4U"
"1482","HER","DUS","4U"
"1483","HER","HAJ","4U"
"1484","HER","HAM","4U"
"1485","HER","STR","4U"
"1486","HER","TXL","4U"
"1487","IBZ","CGN","4U"
"1488","IBZ","DUS","4U"
"1489","IBZ","STR","4U"
"1490","IBZ","TXL","4U"
"1491","JMK","CGN","4U"
"1492","JTR","CGN","4U"
"1493","KGS","CGN","4U"
"1494","KLU","CGN","4U"
"1495","KLU","HAM","4U"
"1496","KLU","TXL","4U"
"1497","KRK","STR","4U"
"1498","KTW","DUS","4U"
"1499","KVA","CGN","4U"
"1500","KVA","STR","4U"
"1501","LEJ","CGN","4U"
"1502","LEJ","DUS","4U"
"1503","LEJ","STR","4U"
"1504","LHR","CGN","4U"
"1505","LHR","HAM","4U"
"1506","LHR","STR","4U"
"1507","LHR","TXL","4U"
"1508","LIN","TXL","4U"
"1509","LIS","CGN","4U"
"1510","LIS","STR","4U"
"1511","LPA","CGN","4U"
"1512","LYS","DUS","4U"
"1513","MAD","DUS","4U"
"1514","MAD","HAM","4U"
"1515","MAN","CGN","4U"
"1516","MAN","HAM","4U"
"1517","MPL","DUS","4U"
"1518","MUC","DTM","4U"
"1519","MXP","CGN","4U"
"1520","MXP","DUS","4U"
"1521","MXP","HAJ","4U"
"1522","MXP","HAM","4U"
"1523","MXP","STR","4U"
"1524","NAP","CGN","4U"
"1525","NAP","HAJ","4U"
"1526","NAP","HAM","4U"
"1527","NAP","STR","4U"
"1528","NCE","CGN","4U"
"1529","NCE","HAM","4U"
"1530","NCE","TXL","4U"
"1531","NDR","CGN","4U"
"1532","NQY","DUS","4U"
"1533","NUE","DUS","4U"
"1534","NUE","HAM","4U"
"1535","NUE","TXL","4U"
"1536","OLB","CGN","4U"
"1537","OLB","DUS","4U"
"1538","OLB","HAM","4U"
"1539","OLB","STR","4U"
"1540","OSL","HAM","4U"
"1541","PMI","CGN","4U"
"1542","PMI","DTM","4U"
"1543","PMI","DUS","4U"
"1544","PMI","HAJ","4U"
"1545","PMI","HAM","4U"
"1546","PMI","STR","4U"
"1547","PMI","TXL","4U"
"1548","PMO","CGN","4U"
"1549","POZ","DUS","4U"
"1550","PRG","CGN","4U"
"1551","PRG","DUS","4U"
"1552","PRG","HAM","4U"
"1553","PRN","DUS","4U"
"1554","PRN","HAJ","4U"
"1555","PRN","HAM","4U"
"1556","PRN","STR","4U"
"1557","PRN","TXL","4U"
"1558","PSA","CGN","4U"
"1559","PUY","CGN","4U"
"1560","RAK","CGN","4U"
"1561","RHO","CGN","4U"
"1562","RJK","CGN","4U"
"1563","RJK","HAM","4U"
"1564","RJK","STR","4U"
"1565","RLG","CGN","4U"
"1566","RLG","STR","4U"
"1567","SAW","CGN","4U"
"1568","SAW","DTM","4U"
"1569","SAW","HAJ","4U"
"1570","SAW","HAM","4U"
"1571","SAW","STR","4U"
"1572","SAW","TXL","4U"
"1573","SJJ","CGN","4U"
"1574","SJJ","STR","4U"
"1575","SJJ","TXL","4U"
"1576","SKG","CGN","4U"
"1577","SKG","DUS","4U"
"1578","SKG","HAJ","4U"
"1579","SKG","HAM","4U"
"1580","SKG","STR","4U"
"1581","SPU","CGN","4U"
"1582","SPU","DTM","4U"
"1583","SPU","DUS","4U"
"1584","SPU","HAJ","4U"
"1585","SPU","HAM","4U"
"1586","SPU","STR","4U"
"1587","SPU","TXL","4U"
"1588","STN","CGN","4U"
"1589","STN","HAJ","4U"
"1590","STN","STR","4U"
"1591","STR","AGP","4U"
"1592","STR","ATH","4U"
"1593","STR","BCN","4U"
"1594","STR","BDS","4U"
"1595","STR","BEG","4U"
"1596","STR","BIA","4U"
"1597","STR","BIO","4U"
"1598","STR","BRE","4U"
"1599","STR","BRI","4U"
"1600","STR","BRU","4U"
"1601","STR","BUD","4U"
"1602","STR","CAG","4U"
"1603","STR","CFU","4U"
"1604","STR","CTA","4U"
"1605","STR","DBV","4U"
"1606","STR","DRS","4U"
"1607","STR","FAO","4U"
"1608","STR","FCO","4U"
"1609","STR","HAJ","4U"
"1610","STR","HAM","4U"
"1611","STR","HDF","4U"
"1612","STR","HER","4U"
"1613","STR","IBZ","4U"
"1614","STR","KRK","4U"
"1615","STR","KVA","4U"
"1616","STR","LEJ","4U"
"1617","STR","LHR","4U"
"1618","STR","LIS","4U"
"1619","STR","MXP","4U"
"1620","STR","NAP","4U"
"1621","STR","OLB","4U"
"1622","STR","PMI","4U"
"1623","STR","PRN","4U"
"1624","STR","RJK","4U"
"1625","STR","RLG","4U"
"1626","STR","SAW","4U"
"1627","STR","SJJ","4U"
"1628","STR","SKG","4U"
"1629","STR","SPU","4U"
"1630","STR","STN","4U"
"1631","STR","SUF","4U"
"1632","STR","TXL","4U"
"1633","STR","VIE","4U"
"1634","STR","ZAD","4U"
"1635","STR","ZAG","4U"
"1636","SUF","CGN","4U"
"1637","SUF","DUS","4U"
"1638","SUF","HAJ","4U"
"1639","SUF","STR","4U"
"1640","SZG","CGN","4U"
"1641","TLS","HAM","4U"
"1642","TLV","CGN","4U"
"1643","TRN","DUS","4U"
"1644","TUN","CGN","4U"
"1645","TXL","AGP","4U"
"1646","TXL","AOI","4U"
"1647","TXL","BHX","4U"
"1648","TXL","BIA","4U"
"1649","TXL","BLQ","4U"
"1650","TXL","CGN","4U"
"1651","TXL","CTA","4U"
"1652","TXL","DBV","4U"
"1653","TXL","FCO","4U"
"1654","TXL","FMM","4U"
"1655","TXL","HEL","4U"
"1656","TXL","HER","4U"
"1657","TXL","IBZ","4U"
"1658","TXL","KLU","4U"
"1659","TXL","LHR","4U"
"1660","TXL","LIN","4U"
"1661","TXL","NCE","4U"
"1662","TXL","NUE","4U"
"1663","TXL","PMI","4U"
"1664","TXL","PRN","4U"
"1665","TXL","SAW","4U"
"1666","TXL","SJJ","4U"
"1667","TXL","SPU","4U"
"1668","TXL","STR","4U"
"1669","TXL","VIE","4U"
"1670","TXL","VRN","4U"
"1671","TXL","ZAD","4U"
"1672","VCE","CGN","4U"
"1673","VCE","DUS","4U"
"1674","VCE","HAJ","4U"
"1675","VCE","HAM","4U"
"1676","VIE","CGN","4U"
"1677","VIE","HAJ","4U"
"1678","VIE","HAM","4U"
"1679","VIE","STR","4U"
"1680","VIE","TXL","4U"
"1681","VRN","CGN","4U"
"1682","VRN","HAM","4U"
"1683","VRN","TXL","4U"
"1684","WAW","CGN","4U"
"1685","WAW","DUS","4U"
"1686","WRO","DUS","4U"
"1687","XRY","CGN","4U"
"1688","ZAD","CGN","4U"
"1689","ZAD","DUS","4U"
"1690","ZAD","STR","4U"
"1691","ZAD","TXL","4U"
"1692","ZAG","CGN","4U"
"1693","ZAG","STR","4U"
"1694","ZRH","CGN","4U"
"1695","ZRH","HAM","4U"
"1696","AKP","FAI","4W"
"1697","BTT","AKP","4W"
"1698","BTT","CXF","4W"
"1699","CEM","IRC","4W"
"1700","CIK","FAI","4W"
"1701","CIK","FYU","4W"
"1702","CXF","AKP","4W"
"1703","FAI","BTT","4W"
"1704","FAI","CEM","4W"
"1705","FAI","CIK","4W"
"1706","FAI","FYU","4W"
"1707","FAI","MLY","4W"
"1708","FAI","RMP","4W"
"1709","FAI","SVS","4W"
"1710","FAI","TAL","4W"
"1711","FAI","WBQ","4W"
"1712","FYU","CIK","4W"
"1713","FYU","FAI","4W"
"1714","IRC","FAI","4W"
"1715","MLY","MNT","4W"
"1716","MNT","FAI","4W"
"1717","RMP","FAI","4W"
"1718","SVS","FAI","4W"
"1719","SVS","WBQ","4W"
"1720","TAL","FAI","4W"
"1721","WBQ","FAI","4W"
"1722","WBQ","SVS","4W"
"1723","AKI","TLT","4Y"
"1724","ATT","KUK","4Y"
"1725","BET","ATT","4Y"
"1726","BET","EEK","4Y"
"1727","BET","GNU","4Y"
"1728","BET","KPN","4Y"
"1729","BET","KWN","4Y"
"1730","BET","KWT","4Y"
"1731","BET","MLL","4Y"
"1732","BET","NME","4Y"
"1733","BET","WNA","4Y"
"1734","BET","WTL","4Y"
"1735","CYF","BET","4Y"
"1736","EEK","BET","4Y"
"1737","EEK","KWN","4Y"
"1738","GNU","PTU","4Y"
"1739","KKH","KWK","4Y"
"1740","KKI","AKI","4Y"
"1741","KPN","CYF","4Y"
"1742","KUK","NUP","4Y"
"1743","KWK","BET","4Y"
"1744","KWN","BET","4Y"
"1745","KWN","EEK","4Y"
"1746","KWT","KKI","4Y"
"1747","MLL","PQS","4Y"
"1748","NME","OOK","4Y"
"1749","NUP","BET","4Y"
"1750","OOK","TNK","4Y"
"1751","PKA","BET","4Y"
"1752","PQS","BET","4Y"
"1753","PTU","BET","4Y"
"1754","TLT","BET","4Y"
"1755","TNK","WWT","4Y"
"1756","WNA","PKA","4Y"
"1757","WTL","KKH","4Y"
"1758","WWT","BET","4Y"
"1759","BOC","SJO","5C"
"1760","DRK","SJO","5C"
"1761","FON","XQP","5C"
"1762","GLF","PJM","5C"
"1763","LIR","SJO","5C"
"1764","LIR","SYQ","5C"
"1765","LIR","TNO","5C"
"1766","MGA","SJO","5C"
"1767","NOB","TMU","5C"
"1768","PJM","SJO","5C"
"1769","PMZ","SJO","5C"
"1770","SJO","BOC","5C"
"1771","SJO","DRK","5C"
"1772","SJO","FON","5C"
"1773","SJO","GLF","5C"
"1774","SJO","MGA","5C"
"1775","SJO","NOB","5C"
"1776","SJO","PJM","5C"
"1777","SJO","TMU","5C"
"1778","SJO","TNO","5C"
"1779","SJO","TTQ","5C"
"1780","SJO","XQP","5C"
"1781","SYQ","LIR","5C"
"1782","TMU","SJO","5C"
"1783","TNO","LIR","5C"
"1784","TNO","SJO","5C"
"1785","TTQ","SJO","5C"
"1786","XQP","PMZ","5C"
"1787","XQP","SJO","5C"
"1788","ACC","KMS","5G"
"1789","KMS","ACC","5G"
"1790","EDL","LOK","5H"
"1791","EDL","NBO","5H"
"1792","JUB","NBO","5H"
"1793","KIS","EDL","5H"
"1794","KIS","NBO","5H"
"1795","LAU","MYD","5H"
"1796","LOK","EDL","5H"
"1797","MBA","NBO","5H"
"1798","MBA","NBO","5H"
"1799","MBA","ZNZ","5H"
"1800","MYD","LAU","5H"
"1801","MYD","NBO","5H"
"1802","NBO","EDL","5H"
"1803","NBO","JUB","5H"
"1804","NBO","KIS","5H"
